TF_NAME	MATRIX_ID	Z_SCORE	P_VALUE	SAMPLE_AVERAGE	BACKGROUND_AVERAGE	SAMPLE_DEVSTD	SAMPLE_SIZE
EMX2	MA0886.1	0.17624	0.430049	0.871285	0.868206	0.0321937	10
NFKB1	MA0105.4	0.176004	0.430135	0.754878	0.751965	0.053323	10
TEAD3	MA0808.1	0.174341	0.43079	0.90748	0.904781	0.0465617	10
BARX1	MA0875.1	0.174034	0.430913	0.9266	0.923735	0.0406125	10
TAL1::TCF3	MA0091.1	0.171147	0.43204	0.843957	0.841625	0.0519462	10
SIX1	MA1118.1	0.169522	0.432689	0.822906	0.820464	0.0251949	10
SPI1	MA0080.4	0.168996	0.432884	0.772368	0.769928	0.0594608	10
CEBPD	MA0836.1	0.165509	0.434268	0.839283	0.836955	0.0259353	10
ESX1	MA0644.1	0.165055	0.434443	0.887957	0.885229	0.0447362	10
Rarg(var.2)	MA0860.1	0.165026	0.434454	0.727322	0.725012	0.0393436	10
GSC2	MA0891.1	0.164267	0.434754	0.889075	0.886832	0.0329966	10
TBX2	MA0688.1	0.156544	0.437793	0.851948	0.849951	0.0406313	10
MAF::NFE2	MA0501.1	0.155405	0.438238	0.776017	0.773929	0.050791	10
GLIS2	MA0736.1	0.154035	0.438782	0.804827	0.802793	0.0423898	10
PBX3	MA1114.1	0.143748	0.44284	0.786085	0.783991	0.0499949	10
PBX2	MA1113.1	0.137413	0.445348	0.819825	0.817737	0.0356913	10
RFX5	MA0510.2	0.134857	0.446358	0.735615	0.733618	0.0320733	10
LMX1B	MA0703.1	0.132343	0.447354	0.904128	0.901656	0.0319374	10
BARHL2	MA0635.1	0.132065	0.447462	0.899262	0.897496	0.0288865	10
Arx	MA0874.1	0.123852	0.450715	0.773135	0.771168	0.0190804	10
Shox2	MA0720.1	0.123353	0.45091	0.901439	0.899017	0.040074	10
MSX2	MA0708.1	0.123338	0.450915	0.885383	0.883033	0.0482548	10
EOMES	MA0800.1	0.122379	0.451291	0.819548	0.817896	0.0449461	10
EN1	MA0027.2	0.114257	0.454515	0.907769	0.905855	0.02743	10
FOXP1	MA0481.2	0.110387	0.456047	0.84896	0.847106	0.0419752	10
REST	MA0138.2	0.109953	0.45621	0.710219	0.708879	0.0571316	10
Sox6	MA0515.1	0.100182	0.460095	0.896731	0.895321	0.0388569	10
Rhox11	MA0629.1	0.0992504	0.460465	0.822079	0.820899	0.0344845	10
ZNF282	MA1154.1	0.0990611	0.460538	0.763097	0.761944	0.0405547	10
MEIS3	MA0775.1	0.0989005	0.460605	0.918715	0.91735	0.0347825	10
UNCX	MA0721.1	0.0975697	0.461134	0.902767	0.90094	0.0395638	10
PAX4	MA0068.2	0.0913172	0.463617	0.862608	0.860999	0.0404259	10
EHF	MA0598.2	0.0878731	0.464985	0.804266	0.803042	0.0363681	10
FOXH1	MA0479.1	0.0854452	0.465952	0.858064	0.85673	0.0237813	10
Tcf7	MA0769.1	0.084562	0.466304	0.794363	0.793094	0.0190969	10
GMEB2	MA0862.1	0.0818255	0.467391	0.839979	0.838761	0.0256876	10
ISX	MA0654.1	0.0815234	0.46751	0.891971	0.890215	0.0504801	10
NR3C2	MA0727.1	0.0792372	0.468417	0.750225	0.749144	0.0438091	10
MAFG::NFE2L1	MA0089.1	0.0790959	0.468474	0.96536	0.964363	0.0392179	10
NKX2-8	MA0673.1	0.0790241	0.468503	0.923016	0.922188	0.0311645	10
JUN::JUNB	MA1132.1	0.0754013	0.469944	0.849097	0.848035	0.042626	10
PRRX1	MA0716.1	0.0734364	0.470727	0.900266	0.898831	0.0425119	10
YY1	MA0095.2	0.0678831	0.472937	0.828246	0.827146	0.0369295	10
SPIC	MA0687.1	0.0671789	0.473214	0.830846	0.830007	0.0499518	10
ELK4	MA0076.2	0.0577337	0.476978	0.869736	0.868852	0.0429439	10
RFX2	MA0600.2	0.0551224	0.478018	0.741533	0.740727	0.0353084	10
Hoxd8	MA0910.1	0.0537721	0.478557	0.771073	0.770081	0.0337216	10
TCF7L1	MA1421.1	0.0431631	0.482785	0.800755	0.800135	0.0247613	10
Prrx2	MA0075.2	0.0378327	0.484909	0.905958	0.905281	0.0453113	10
Gata4	MA0482.1	0.0360082	0.485636	0.87925	0.87877	0.0445847	10
PPARA::RXRA	MA1148.1	0.0344613	0.486252	0.781618	0.78125	0.0394983	10
ESR1	MA0112.3	0.0340927	0.486399	0.741164	0.740716	0.0431523	10
CEBPE	MA0837.1	0.0337024	0.486556	0.852127	0.851675	0.0271936	10
CENPB	MA0637.1	0.0331286	0.486785	0.799507	0.799152	0.0263082	10
ETV1	MA0761.1	0.0285004	0.48863	0.858032	0.857621	0.0432484	10
HOXB2	MA0902.1	0.0265994	0.489388	0.913874	0.913471	0.0434178	10
Dmbx1	MA0883.1	0.0232521	0.490724	0.818028	0.817712	0.0278909	10
GBX1	MA0889.1	0.0218531	0.491282	0.858136	0.85775	0.0348414	10
LMX1A	MA0702.1	0.0216657	0.491357	0.864054	0.8636	0.0341628	10
CEBPB	MA0466.2	0.0145593	0.494191	0.844089	0.843887	0.0290926	10
LBX2	MA0699.1	0.0115485	0.495393	0.88386	0.883676	0.0355767	10
SOX9	MA0077.1	0.0101725	0.495941	0.876933	0.876787	0.0441585	10
CEBPG	MA0838.1	0.00799621	0.49681	0.807275	0.807158	0.036671	10
ERF	MA0760.1	0.00560162	0.497765	0.848833	0.848754	0.0313223	10
DMRT3	MA0610.1	-0.00599969	0.502394	0.828492	0.828599	0.0411782	10
SMAD3	MA0795.1	-0.0105503	0.504209	0.782759	0.782912	0.0401453	10
TFAP2B(var.3)	MA0813.1	-0.0132839	0.5053	0.834462	0.834683	0.0411358	10
LHX6	MA0658.1	-0.0250618	0.509998	0.846197	0.846625	0.0423742	10
PAX9	MA0781.1	-0.0261424	0.510429	0.742365	0.742656	0.0265087	10
RXRB	MA0855.1	-0.0288238	0.511498	0.745824	0.746221	0.0327586	10
FEV	MA0156.2	-0.0342022	0.513643	0.857979	0.858473	0.0364918	10
NOTO	MA0710.1	-0.0438025	0.51747	0.890393	0.891091	0.028307	10
Esrra	MA0592.2	-0.048368	0.519291	0.790883	0.791625	0.0408694	10
NR4A2::RXRA	MA1147.1	-0.0489117	0.519507	0.793109	0.793645	0.0237946	10
MYBL1	MA0776.1	-0.053827	0.521466	0.768834	0.769557	0.0368597	10
Nkx2-5	MA0063.1	-0.0556167	0.52218	0.946985	0.947712	0.0423659	10
HOXC13	MA0907.1	-0.0592391	0.523621	0.81578	0.816701	0.0303486	10
PROX1	MA0794.1	-0.0616226	0.524571	0.784062	0.784859	0.0360742	10
GLI2	MA0734.1	-0.0627719	0.525029	0.797769	0.79862	0.0371381	10
TBX5	MA0807.1	-0.0662337	0.526406	0.901665	0.902559	0.0278729	10
Hoxb5	MA0904.1	-0.0679266	0.52708	0.782375	0.783438	0.0355277	10
MYB	MA0100.3	-0.068722	0.527398	0.890377	0.891633	0.0529841	10
SREBF2	MA0596.1	-0.068783	0.527425	0.864348	0.865335	0.058039	10
ELF3	MA0640.1	-0.070478	0.528096	0.788932	0.789878	0.0350864	10
SOX13	MA1120.1	-0.0719421	0.528679	0.866167	0.86741	0.0482685	10
FLI1	MA0475.2	-0.0726317	0.528952	0.846585	0.847667	0.0294645	10
NFIL3	MA0025.1	-0.0865037	0.534471	0.826533	0.828104	0.0516983	10
Lhx4	MA0704.1	-0.0940711	0.537476	0.892152	0.893745	0.0320628	10
EGR4	MA0733.1	-0.102455	0.540807	0.793223	0.794674	0.0374742	10
RAX2	MA0717.1	-0.105111	0.54186	0.900575	0.902488	0.0412727	10
Hmx1	MA0896.1	-0.107977	0.543	0.788974	0.790438	0.0454972	10
SPIB	MA0081.1	-0.10892	0.543373	0.963837	0.96503	0.0327843	10
NKX6-2	MA0675.1	-0.111545	0.544412	0.913222	0.915201	0.0389023	10
EVX2	MA0888.1	-0.114217	0.54547	0.886804	0.88846	0.029866	10
ELF5	MA0136.2	-0.117456	0.54676	0.881561	0.882938	0.0436175	10
HOXA2	MA0900.1	-0.125476	0.549932	0.898596	0.900316	0.0363825	10
NFYA	MA0060.3	-0.129958	0.551706	0.842012	0.8443	0.0458164	10
Rxra	MA0512.2	-0.132348	0.55265	0.747537	0.749353	0.0340553	10
STAT3	MA0144.2	-0.13787	0.554834	0.883798	0.885637	0.0323329	10
MGA	MA0801.1	-0.143489	0.557053	0.889253	0.89147	0.0357752	10
DUXA	MA0884.1	-0.15814	0.562834	0.819616	0.822207	0.0444507	10
MEOX1	MA0661.1	-0.161151	0.564017	0.870862	0.873514	0.0315205	10
Alx1	MA0854.1	-0.161616	0.564199	0.780687	0.783389	0.0258287	10
Bach1::Mafk	MA0591.1	-0.16164	0.564219	0.787476	0.789502	0.0481189	10
Crem	MA0609.1	-0.180936	0.571795	0.805294	0.808427	0.0293483	10
Nobox	MA0125.1	-0.180955	0.571806	0.894708	0.897791	0.0453357	10
PDX1	MA0132.2	-0.186213	0.573867	0.907546	0.911177	0.0437243	10
KLF9	MA1107.1	-0.197853	0.578426	0.83908	0.842275	0.0348185	10
CLOCK	MA0819.1	-0.200799	0.579578	0.833038	0.835754	0.0296916	10
ETV6	MA0645.1	-0.205797	0.581533	0.866411	0.869437	0.0374244	10
GLIS1	MA0735.1	-0.208364	0.582546	0.716566	0.719293	0.051693	10
RXRG	MA0856.1	-0.209213	0.582866	0.753606	0.756432	0.0312506	10
VDR	MA0693.2	-0.221511	0.587662	0.911424	0.914729	0.0402338	10
HNF4G	MA0484.1	-0.223604	0.58848	0.843744	0.846372	0.0367502	10
GCM2	MA0767.1	-0.223961	0.588619	0.852591	0.855305	0.0389105	10
Gata1	MA0035.3	-0.228353	0.590327	0.847262	0.850793	0.0481101	10
NFYB	MA0502.1	-0.230012	0.59097	0.815148	0.818864	0.0457543	10
PKNOX2	MA0783.1	-0.243721	0.596291	0.752941	0.756663	0.0489881	10
Atoh1	MA0461.2	-0.247678	0.597813	0.851569	0.855069	0.0218627	10
NHLH1	MA0048.2	-0.261417	0.603123	0.84692	0.851042	0.037169	10
ISL2	MA0914.1	-0.26766	0.605537	0.89913	0.902876	0.0474415	10
TEF	MA0843.1	-0.272489	0.607386	0.80165	0.806223	0.0396326	10
POU6F1	MA0628.1	-0.272728	0.607477	0.81998	0.825825	0.0476055	10
TFAP2C(var.3)	MA0815.1	-0.277358	0.609258	0.822994	0.827827	0.0452524	10
BATF::JUN	MA0462.1	-0.284673	0.612066	0.851989	0.856229	0.0418196	10
ETV3	MA0763.1	-0.287653	0.613209	0.849229	0.853083	0.0400458	10
GSX1	MA0892.1	-0.296086	0.616426	0.896756	0.900909	0.0284185	10
HLF	MA0043.2	-0.309549	0.621563	0.838299	0.842963	0.0434651	10
DBP	MA0639.1	-0.314624	0.623491	0.811909	0.817255	0.0474198	10
ERG	MA0474.2	-0.324565	0.627256	0.862234	0.866745	0.0332086	10
ETS1	MA0098.3	-0.32566	0.627672	0.859758	0.864365	0.0371641	10
YY2	MA0748.1	-0.326409	0.627961	0.822228	0.826637	0.0432082	10
CREB3	MA0638.1	-0.338346	0.632453	0.776423	0.78083	0.014293	10
RARA(var.2)	MA0730.1	-0.338499	0.63254	0.729986	0.734131	0.0529501	10
FOS::JUN(var.2)	MA1126.1	-0.343037	0.634225	0.77051	0.775282	0.0313231	10
KLF4	MA0039.3	-0.348156	0.636152	0.864705	0.870213	0.0410566	10
GLIS3	MA0737.1	-0.365561	0.642682	0.756913	0.761352	0.0464644	10
REL	MA0101.1	-0.377827	0.647246	0.889129	0.893731	0.0432178	10
MYBL2	MA0777.1	-0.386399	0.650407	0.731008	0.735854	0.0203479	10
TBX19	MA0804.1	-0.389001	0.651387	0.706685	0.711436	0.0418007	10
Alx4	MA0853.1	-0.411315	0.659585	0.771781	0.778336	0.0213012	10
GATA2	MA0036.3	-0.41431	0.660696	0.85403	0.861376	0.0525743	10
Stat5a::Stat5b	MA0519.1	-0.414449	0.660737	0.870912	0.876657	0.0259659	10
EGR2	MA0472.2	-0.417773	0.66196	0.815977	0.822415	0.0404772	10
MYF6	MA0667.1	-0.42381	0.664171	0.815519	0.821937	0.047809	10
BSX	MA0876.1	-0.427071	0.665349	0.920096	0.926768	0.0359373	10
JUNB(var.2)	MA1140.1	-0.454106	0.675134	0.791485	0.799083	0.0323433	10
NKX6-1	MA0674.1	-0.458092	0.676576	0.898022	0.906189	0.0492151	10
NEUROG2	MA0669.1	-0.461703	0.677864	0.817882	0.824601	0.0290509	10
Bcl6	MA0463.1	-0.483555	0.685664	0.815844	0.822224	0.030742	10
PKNOX1	MA0782.1	-0.483862	0.685784	0.744419	0.752069	0.0502556	10
HOXA5	MA0158.1	-0.485148	0.686234	0.942521	0.947713	0.0291153	10
LHX2	MA0700.1	-0.488995	0.687587	0.852057	0.860424	0.0303373	10
ZIC4	MA0751.1	-0.489631	0.68782	0.814061	0.820361	0.0330676	10
Hnf4a	MA0114.3	-0.490303	0.688059	0.737881	0.744142	0.0338301	10
PRDM1	MA0508.2	-0.491348	0.688451	0.846299	0.854546	0.0681541	10
NKX2-3	MA0672.1	-0.494509	0.689544	0.886379	0.892727	0.0319123	10
JUN::JUNB(var.2)	MA1133.1	-0.505496	0.693405	0.790182	0.798026	0.0272477	10
ZNF740	MA0753.1	-0.514711	0.696641	0.849274	0.858084	0.0432331	10
NFKB2	MA0778.1	-0.516816	0.69739	0.776337	0.784916	0.0586064	10
EMX1	MA0612.1	-0.518824	0.698073	0.873144	0.881768	0.0375656	10
GATA6	MA1104.1	-0.522334	0.699303	0.835796	0.844189	0.0454658	10
BHLHE23	MA0817.1	-0.52478	0.700141	0.789471	0.797986	0.0254912	10
TFAP2A(var.3)	MA0872.1	-0.541555	0.705955	0.813185	0.822845	0.0427444	10
TCF7L2	MA0523.1	-0.541665	0.705988	0.837312	0.844542	0.0269531	10
POU6F2	MA0793.1	-0.554177	0.710277	0.834789	0.84461	0.0194444	10
PAX1	MA0779.1	-0.554652	0.710451	0.760112	0.765737	0.0241692	10
IRF5	MA1420.1	-0.557552	0.711438	0.763427	0.77007	0.0246865	10
TGIF1	MA0796.1	-0.564747	0.713902	0.722883	0.731952	0.0471839	10
FOSB::JUN	MA1127.1	-0.564957	0.713965	0.774402	0.78378	0.0378856	10
TBX20	MA0689.1	-0.577778	0.718316	0.824141	0.831802	0.0365143	10
ZIC3	MA0697.1	-0.578498	0.718555	0.792576	0.800417	0.034147	10
Nr2f6	MA0677.1	-0.58109	0.71943	0.761967	0.769621	0.0336894	10
XBP1	MA0844.1	-0.583352	0.720195	0.768194	0.775563	0.0355943	10
TFAP2C(var.2)	MA0814.1	-0.585928	0.721063	0.872655	0.881021	0.0412773	10
RUNX1	MA0002.2	-0.603401	0.726892	0.869971	0.877412	0.0234561	10
HMBOX1	MA0895.1	-0.606243	0.727839	0.856154	0.864855	0.0313531	10
Neurog1	MA0623.1	-0.608142	0.728468	0.871899	0.878424	0.0224319	10
NR1H2::RXRA	MA0115.1	-0.615863	0.731025	0.69333	0.701457	0.0308038	10
INSM1	MA0155.1	-0.616146	0.731112	0.866393	0.873806	0.0207221	10
TBX4	MA0806.1	-0.655415	0.743918	0.886368	0.895913	0.0335553	10
Atf1	MA0604.1	-0.664309	0.746777	0.850367	0.861303	0.0438582	10
RUNX2	MA0511.2	-0.6695	0.74843	0.847828	0.857211	0.0323888	10
SCRT1	MA0743.1	-0.671616	0.749112	0.768349	0.777389	0.0382865	10
ZEB1	MA0103.3	-0.678232	0.751218	0.892695	0.904537	0.0539516	10
Twist2	MA0633.1	-0.688099	0.754326	0.833055	0.845242	0.0443903	10
Dux	MA0611.1	-0.708752	0.760785	0.871584	0.88607	0.0551374	10
JUN	MA0488.1	-0.716748	0.763262	0.815589	0.826326	0.0424195	10
LBX1	MA0618.1	-0.72624	0.766163	0.875131	0.887824	0.0244139	10
HSF4	MA0771.1	-0.729764	0.767272	0.799415	0.809821	0.0494091	10
ATF7	MA0834.1	-0.734146	0.768588	0.7442	0.756604	0.0375444	10
ZIC1	MA0696.1	-0.734183	0.768607	0.778672	0.78905	0.0384623	10
CREB1	MA0018.3	-0.75886	0.776052	0.791539	0.805546	0.0431239	10
HSF2	MA0770.1	-0.774138	0.780592	0.772852	0.784852	0.0323925	10
FOSL2::JUNB(var.2)	MA1139.1	-0.783464	0.783333	0.766289	0.779687	0.025058	10
HLTF	MA0109.1	-0.799572	0.788035	0.956285	0.960475	0.00992689	10
TEAD2	MA1121.1	-0.812006	0.791641	0.82323	0.835124	0.0469699	10
Gmeb1	MA0615.1	-0.841248	0.799919	0.822431	0.832942	0.0311311	10
FOSL1::JUN(var.2)	MA1129.1	-0.845068	0.800974	0.781859	0.79571	0.0250062	10
ETV2	MA0762.1	-0.85349	0.803351	0.814636	0.826361	0.0499206	10
Klf1	MA0493.1	-0.863301	0.806025	0.871528	0.883906	0.0221132	10
JDP2(var.2)	MA0656.1	-0.869359	0.807687	0.753197	0.768125	0.0289793	10
BHLHE22	MA0818.1	-0.872558	0.808559	0.813422	0.826834	0.0240952	10
Lhx8	MA0705.1	-0.878815	0.810272	0.885572	0.900203	0.0413579	10
HSF1	MA0486.2	-0.890458	0.813417	0.75741	0.771586	0.043006	10
ATF4	MA0833.1	-0.891102	0.813592	0.789795	0.801645	0.0378893	10
RUNX3	MA0684.1	-0.922375	0.821857	0.837508	0.850032	0.0334784	10
ZNF263	MA0528.1	-0.935686	0.825294	0.831629	0.844266	0.0215614	10
RBPJ	MA1116.1	-0.947791	0.828429	0.904147	0.921821	0.0683365	10
EWSR1-FLI1	MA0149.1	-0.960723	0.831668	0.69754	0.713961	0.0305366	10
Stat4	MA0518.1	-0.980258	0.836548	0.847025	0.860454	0.037279	10
SREBF1	MA0595.1	-0.981417	0.83685	0.866962	0.880349	0.0479665	10
THAP1	MA0597.1	-0.983298	0.8373	0.926844	0.935132	0.0241223	10
SNAI2	MA0745.1	-0.996356	0.840505	0.912103	0.926893	0.05254	10
MEIS2	MA0774.1	-0.998838	0.841087	0.877027	0.892716	0.0388232	10
ZBTB7C	MA0695.1	-1.02382	0.847054	0.828773	0.841393	0.0214013	10
PPARG	MA0066.1	-1.04997	0.85318	0.751299	0.761729	0.0363631	10
ZBTB7B	MA0694.1	-1.07595	0.859038	0.802163	0.816841	0.0237403	10
Pparg::Rxra	MA0065.2	-1.14038	0.872972	0.81833	0.83077	0.0352511	10
NR2C2	MA0504.1	-1.16991	0.879	0.827477	0.840424	0.0248625	10
FOSL2::JUND(var.2)	MA1145.1	-1.17212	0.879445	0.765611	0.784091	0.0355486	10
TFAP2B	MA0811.1	-1.17737	0.880494	0.857173	0.873404	0.0292371	10
OLIG1	MA0826.1	-1.18715	0.882425	0.791329	0.810393	0.0232574	10
JUND(var.2)	MA0492.1	-1.19982	0.88491	0.808251	0.826002	0.0295637	10
PLAG1	MA0163.1	-1.21671	0.888155	0.801973	0.819627	0.02534	10
TFAP2C	MA0524.2	-1.23984	0.892498	0.852567	0.869615	0.0262629	10
Znf423	MA0116.1	-1.2546	0.895211	0.831418	0.847088	0.0319466	10
TFAP2B(var.2)	MA0812.1	-1.26209	0.896566	0.854736	0.873829	0.0405386	10
Creb5	MA0840.1	-1.26859	0.897718	0.765869	0.787689	0.0285985	10
FOSL2::JUN(var.2)	MA1131.1	-1.31991	0.906578	0.78575	0.80705	0.0238395	10
NEUROD2	MA0668.1	-1.33595	0.909239	0.858996	0.87403	0.0280655	10
OLIG2	MA0678.1	-1.34569	0.910815	0.807509	0.827787	0.0330174	10
RARA::RXRG	MA1149.1	-1.35023	0.911545	0.793753	0.808891	0.0242902	10
TFAP2A	MA0003.3	-1.4042	0.919892	0.872545	0.892261	0.0369798	10
OLIG3	MA0827.1	-1.44248	0.92543	0.830451	0.850208	0.027165	10
RARA::RXRA	MA0159.1	-1.485	0.931238	0.800543	0.815585	0.0169354	10
NKX3-2	MA0122.2	-1.49129	0.932078	0.857806	0.879097	0.0365269	10
Nr2e3	MA0164.1	-1.49803	0.932943	0.840666	0.870165	0.0212608	10
FOSB::JUNB(var.2)	MA1136.1	-1.55277	0.93977	0.784011	0.8087	0.0256283	10
TFAP2A(var.2)	MA0810.1	-1.57367	0.942231	0.86585	0.888034	0.0296823	10
ZNF354C	MA0130.1	-1.77188	0.961823	0.968488	0.982218	0.0293695	10
Nkx3-1	MA0124.2	-1.87518	0.96963	0.84134	0.868249	0.0371084	10
FOSL1::JUND(var.2)	MA1143.1	-2.63164	0.995753	0.798311	0.836776	0.0277973	10
